GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_ADM2Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
747937049,20180416,201804,2018,2018.2904,VNM,VIETNAM,VNM,,,,,,,,,,,,,,,,,,1,190,190,19,4,-10.0,10,1,10,-3.862660944206,1,"Vietnam, Republic Of",VM,VM,,16.166667,107.833333,VM,0,,,,,,,,1,"Vietnam, Republic Of",VM,VM,,16.166667,107.833333,VM,20180416070000,http://tn.nova.cz/clanek/zemrel-herec-ermey-proslavily-ho-role-generalu-hral-v-olovene-veste.html
747936139,20180416,201804,2018,2018.2904,CHRPRO210,LUTHERAN,,,,CHR,PRO,,,,,,,,,,,,,,0,036,036,03,1,4.0,6,1,6,-3.84215991692627,1,United States,US,US,,39.828175,-98.5795,US,0,,,,,,,,1,United States,US,US,,39.828175,-98.5795,US,20180416070000,https://www.beol.hu/gazdasag/hazai-gazdasag/gondokat-okoz-a-mezogazdasagban-a-belviz-1255589/
747936683,20180416,201804,2018,2018.2904,MIL,MILITARY FORCE,,,,,,MIL,,,,,,,,,,,,,1,190,190,19,4,-10.0,10,1,10,-6.04229607250755,1,Ukraine,UP,UP,,49.0,32.0,UP,0,,,,,,,,1,Ukraine,UP,UP,,49.0,32.0,UP,20180416070000,https://sputnik-georgia.ru/radio/20180416/240079724/Korotchenko-Rossija-pomozhet-Sirii-v-podgotovke-PVO.html
747936340,20180416,201804,2018,2018.2904,GBR,BRITISH,GBR,,,,,,,,,,,,,,,,,,1,194,194,19,4,-10.0,10,1,10,-1.42857142857143,1,Russia,RS,RS,,60.0,100.0,RS,0,,,,,,,,1,United Kingdom,UK,UK,,54.0,-4.0,UK,20180416070000,https://www.sb.by/articles/tamozhennyy-komitet-rasskazal-o-sekretnykh-tekhnicheskikh-instrumentakh.html
747936964,20180416,201804,2018,2018.2904,TUN,TUNISIA,TUN,,,,,,,,,,,,,,,,,,0,180,180,18,4,-9.0,10,1,10,-10.9433962264151,1,Tunisia,TS,TS,,34.0,9.0,TS,0,,,,,,,,1,Tunisia,TS,TS,,34.0,9.0,TS,20180416070000,http://www.alwast.net/world-news/article-2858291
747936736,20180416,201804,2018,2018.2904,NGA,KADUNA,NGA,,,,,,,,,,,,,,,,,,1,193,193,19,4,-10.0,8,1,8,-2.45901639344262,1,Syria,SY,SY,,35.0,38.0,SY,0,,,,,,,,1,Syria,SY,SY,,35.0,38.0,SY,20180416070000,http://www.elcolombiano.com/opinion/columnistas/105-misiles-entre-etica-y-estetica-YG8549625
747936107,20180416,201804,2018,2018.2904,CHE,SWITZERLAND,CHE,,,,,,,,,,,,,,,,,,1,040,040,04,1,1.0,10,1,10,-2.20994475138122,1,Switzerland,SZ,SZ,,47.0,8.0,SZ,0,,,,,,,,1,Switzerland,SZ,SZ,,47.0,8.0,SZ,20180416070000,https://www.newsbeast.gr/world/arthro/3505374/nea-sinantisi-anastasiadi-akintzi-meta-to-navagio-stin-elvetia
747936177,20180416,201804,2018,2018.2904,CVL,RESIDENTS,,,,,,CVL,,,,,,,,,,,,,0,030,030,03,1,4.0,10,1,10,-3.3195020746888,1,Russia,RS,RS,,60.0,100.0,RS,0,,,,,,,,1,Russia,RS,RS,,60.0,100.0,RS,20180416070000,https://ria.ru/defense_safety/20180416/1518712201.html
747936482,20180416,201804,2018,2018.2904,GOVGOV,MINIST,,,,,,GOV,GOV,,,,,,,,,,,,0,060,060,06,2,6.0,10,1,10,0.32258064516129,1,Russia,RS,RS,,60.0,100.0,RS,0,,,,,,,,1,Russia,RS,RS,,60.0,100.0,RS,20180416070000,https://www.lzinios.lt/lzinios/Pasaulis/sergejus-korsunskis-tik-prasidejus-karui-suvokeme-kad-pasaulis-pasikeite/263750
747936867,20180416,201804,2018,2018.2904,SCGSRB,SERBIA,SRB,,,,,,,,,,,,,,,,,,1,080,080,08,2,5.0,2,1,2,-8.49056603773585,1,Serbia,RI,RI,,44.0,21.0,RI,0,,,,,,,,1,Serbia,RI,RI,,44.0,21.0,RI,20180416070000,http://www.smedia.rs/vesti/8207154/alo-zapad-bi-da-potcini-srbiju.html
747936064,20180416,201804,2018,2018.2904,BUS,BUSINESS,,,,,,BUS,,,,,,,,,,,,,0,010,010,01,1,0.0,10,1,10,8.08926080892606,1,Serbia,RI,RI,,44.0,21.0,RI,0,,,,,,,,1,Serbia,RI,RI,,44.0,21.0,RI,20180416070000,http://www.happytv.tv/zivot/astrologija/89738/horoskop-za-16-april-devicama-novo-ljubavno-poznanstvo-vodolijama-stres-na-poslu
747937016,20180416,201804,2018,2018.2904,USA,THE US,USA,,,,,,,,,,,,,,,,,,0,050,050,05,1,3.5,10,1,10,-1.43927679314857,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,0,,,,,,,,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,20180416070000,https://www.augsburger-allgemeine.de/politik/Weniger-als-ein-Drittel-Frauenanteil-in-der-Bundesregierung-waechst-kaum-id42915776.html
747936069,20180416,201804,2018,2018.2904,BUS,COMPANIES,,,,,,BUS,,,,,,,,,,,,,0,020,020,02,1,3.0,10,1,10,-1.05170902716915,1,Mauritius,MP,MP,,16.0,146.0,MP,0,,,,,,,,1,Mauritius,MP,MP,,16.0,146.0,MP,20180416070000,http://www.5plus.mu/actualite/allegations-contre-jean-claude-bastos-laffaire-quantum-global-en-questions
747936244,20180416,201804,2018,2018.2904,EDU,SCHOOL,,,,,,EDU,,,ESP,EBRO,ESP,,,,,,,,0,036,036,03,1,4.0,10,1,10,-0.65573770491804,0,,,,,,,,0,,,,,,,,0,,,,,,,,20180416070000,http://www.antena3.com/noticias/sociedad/efectivos-de-la-ume-centran-su-trabajo-en-la-ribera-baja-del-ebro-cuyo-cauce-supera-los-6-metros_201804165ad43d220cf2e6c5e745ffb9.html
747936758,20180416,201804,2018,2018.2904,PRT,PORTUGAL,PRT,,,,,,,,,,,,,,,,,,0,071,071,07,2,7.4,10,1,10,-2.07972270363952,1,Portugal,PO,PO,,39.5,-8.0,PO,0,,,,,,,,1,Portugal,PO,PO,,39.5,-8.0,PO,20180416070000,https://observador.pt/opiniao/mario-centeno-uma-vantagem-para-costa-que-nao-e-um-problema-para-a-geringonca/
747936550,20180416,201804,2018,2018.2904,ISRGOVMED,REUVEN RIVLIN,ISR,,,,,GOV,MED,,,,,,,,,,,,0,042,042,04,1,1.9,10,1,10,1.1864406779661,1,Japan,JA,JA,,36.0,138.0,JA,0,,,,,,,,1,Japan,JA,JA,,36.0,138.0,JA,20180416070000,https://news.walla.co.il/item/3150661
747936605,20180416,201804,2018,2018.2904,LAB,EMPLOYEE,,,,,,LAB,,,,,,,,,,,,,1,055,055,05,1,7.0,10,1,10,-2.17391304347826,1,Japan,JA,JA,,36.0,138.0,JA,0,,,,,,,,1,Japan,JA,JA,,36.0,138.0,JA,20180416070000,http://www.wikitree.co.kr/main/news_view.php?id=340404
747936532,20180416,201804,2018,2018.2904,IRN,IRANIAN,IRN,,,,,,,,,,,,,,,,,,1,180,180,18,4,-9.0,8,1,8,-2.63157894736842,1,Iran,IR,IR,,32.0,53.0,IR,0,,,,,,,,1,Iran,IR,IR,,32.0,53.0,IR,20180416070000,http://www.alalam.ir/news/3499601
747936071,20180416,201804,2018,2018.2904,BUS,COMPANIES,,,,,,BUS,,,,,,,,,,,,,1,040,040,04,1,1.0,10,1,10,1.41843971631205,1,Iran,IR,IR,,32.0,53.0,IR,0,,,,,,,,1,Iran,IR,IR,,32.0,53.0,IR,20180416070000,http://alittihad.ae/details.php?id=28552&y=2018
747936219,20180416,201804,2018,2018.2904,DEULEG,BUNDESTAG,DEU,,,,,LEG,,,,,,,,,,,,,1,010,010,01,1,0.0,4,1,4,-5.22022838499184,1,Germany,GM,GM,,51.5,10.5,GM,0,,,,,,,,1,Germany,GM,GM,,51.5,10.5,GM,20180416070000,http://www.t-online.de/nachrichten/deutschland/id_83612098/trotz-job-boom-arbeitslose-hartz-iv-bezieher-immer-laenger-ohne-job.html
747936519,20180416,201804,2018,2018.2904,IGOEUREEC,EUROPEAN COMMISSION,EUR,EEC,,,,IGO,,,,,,,,,,,,,0,040,040,04,1,1.0,4,1,4,-0.98591549295775,1,France,FR,FR,,46.0,2.0,FR,0,,,,,,,,1,France,FR,FR,,46.0,2.0,FR,20180416070000,http://www.euro2day.gr/ase/market_comment/article-market/1607596/ha-krisima-metopa-entos-kai-ektos-synoron.html
747936181,20180416,201804,2018,2018.2904,CVL,COMMUNITY,,,,,,CVL,,,,,,,,,,,,,1,042,042,04,1,1.9,10,1,10,-13.5593220338983,1,Egypt,EG,EG,,27.0,30.0,EG,0,,,,,,,,1,Egypt,EG,EG,,27.0,30.0,EG,20180416070000,http://www.affaritaliani.it/milano/furgone-ribaltato-due-morti-6-feriti-535225.html
747936097,20180416,201804,2018,2018.2904,BUS,SERVER,,,,,,BUS,,,MED,WEBSITE,,,,,,MED,,,1,040,040,04,1,1.0,10,1,10,1.5625,0,,,,,,,,0,,,,,,,,0,,,,,,,,20180416070000,https://www.radiosantiago.cl/archivo/52937
747936079,20180416,201804,2018,2018.2904,BUS,COMPANY,,,,,,BUS,,,,,,,,,,,,,0,090,090,09,2,-2.0,6,1,6,-1.05170902716915,1,Angola,AO,AO,,-12.5,18.5,AO,0,,,,,,,,1,Angola,AO,AO,,-12.5,18.5,AO,20180416070000,http://www.5plus.mu/actualite/allegations-contre-jean-claude-bastos-laffaire-quantum-global-en-questions
747936196,20180416,201804,2018,2018.2904,CVLCVL,VILLAGE,,,,,,CVL,CVL,,,,,,,,,,,,1,051,051,05,1,3.4,10,1,10,1.04166666666667,0,,,,,,,,0,,,,,,,,0,,,,,,,,20180416070000,https://www.ziare-pe-net.ro/stiri/lumea-orasului-5859966.html
747936124,20180416,201804,2018,2018.2904,CHR,CHRISTIAN,,,,CHR,,,,,MOS,ISLAMIC,,,,MOS,,,,,1,180,180,18,4,-9.0,10,1,10,-9.34579439252336,0,,,,,,,,0,,,,,,,,0,,,,,,,,20180416070000,http://www.newsbomb.gr/kosmos/story/877296/pakistan-dyo-xristianoi-skotothikan-apo-epithesi-enoplon-toy-islamikoy-kratoys
747936153,20180416,201804,2018,2018.2904,COP,POLICE,,,,,,COP,,,CRM,TRAFFICKER,,,,,,CRM,,,1,111,111,11,3,-2.0,10,1,10,-8.08510638297873,0,,,,,,,,0,,,,,,,,0,,,,,,,,20180416070000,http://fax.al/news/15530263/berisha-denoncon-ja-kush-eshte-oficeri-i-policise-ne-shkoder-qe-shet-kokaine
747936575,20180416,201804,2018,2018.2904,JUD,HIGH COURT,,,,,,JUD,,,,,,,,,,,,,1,1123,112,11,3,-2.0,10,1,10,-9.82286634460549,0,,,,,,,,0,,,,,,,,0,,,,,,,,20180416070000,http://www.antena3.com/noticias/espana/comienza-en-la-audiencia-nacional-el-juicio-a-los-8-acusados-de-la-agresion-de-alsasua-para-los-que-piden-entre-12-y-62-anos-de-carcel_201804165ad434350cf264760ecfbfd1.html
747936256,20180416,201804,2018,2018.2904,ELI,ACTOR,,,,,,ELI,,,,,,,,,,,,,1,036,036,03,1,4.0,10,1,10,4.72972972972973,4,"Toronto, Ontario, Canada",CA,CA08,12686,43.6667,-79.4167,-574890,0,,,,,,,,4,"Toronto, Ontario, Canada",CA,CA08,12686,43.6667,-79.4167,-574890,20180416070000,https://news.makedonias.gr/2018/04/3419454/
747936731,20180416,201804,2018,2018.2904,MUS,MAURITIUS,MUS,,,,,,,,,,,,,,,,,,0,012,012,01,1,-0.4,8,1,8,-2.90909090909091,1,Mauritius,MP,MP,,16.0,146.0,MP,0,,,,,,,,1,Mauritius,MP,MP,,16.0,146.0,MP,20180416070000,http://www.5plus.mu/actualite/son-fils-de-5-ans-meurt-ecrase-par-un-portail-cecile-sanchez-notre-famille-est
747936822,20180416,201804,2018,2018.2904,RUS,RUSSIA,RUS,,,,,,,,,,,,,,,,,,0,036,036,03,1,4.0,2,1,2,-3.93664104355929,1,Canada,CA,CA,,60.0,-96.0,CA,0,,,,,,,,1,Canada,CA,CA,,60.0,-96.0,CA,20180416070000,http://fax.al/news/15530244/trump-serish-godet-mediat
747936619,20180416,201804,2018,2018.2904,LEG,REPRESENTATIVES,,,,,,LEG,,,,,,,,,,,,,1,040,040,04,1,1.0,10,1,10,2.99145299145299,4,"Rome, Lazio, Italy",IT,IT07,18350,41.9,12.4833,-126693,0,,,,,,,,4,"Rome, Lazio, Italy",IT,IT07,18350,41.9,12.4833,-126693,20180416070000,http://www.ilgiornale.it/news/politica/i-due-leader-si-evitano-vere-consultazioni-nella-cantina-1515757.html
747936313,20180416,201804,2018,2018.2904,FRA,FRANCE,FRA,,,,,,,,GOV,REGIME,,,,,,GOV,,,1,193,193,19,4,-10.0,8,1,8,-0.71428571428572,1,France,FR,FR,,46.0,2.0,FR,5,"Euphrates, Dayr az Zawr, Syria",SY,SY07,26341,35.0,40.25,-2541121,5,"Euphrates, Dayr az Zawr, Syria",SY,SY07,26341,35.0,40.25,-2541121,20180416070000,http://www.aksam.com.tr/dunya/bati-astana-ve-ankara-surecine-katilmali/haber-726658
747937053,20180416,201804,2018,2018.2904,catPTY,CATALAN,,,cat,,,,,,ESP,BARCELONA,ESP,,,,,,,,1,042,042,04,1,1.9,10,1,10,1.5625,4,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,SP56,25806,41.3833,2.18333,-372490,4,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,SP56,25806,41.3833,2.18333,-372490,4,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,SP56,25806,41.3833,2.18333,-372490,20180416070000,https://www.yeniakit.com.tr/haber/ispanyada-sular-durulmuyor-300-bin-kisi-sokaklara-indi-449073.html
747936592,20180416,201804,2018,2018.2904,JUD,PUBLIC PROSECUTOR,,,,,,JUD,,,DEU,GERMANY,DEU,,,,,,,,0,020,020,02,1,3.0,8,1,8,0.10482180293501,4,"Madrid, Madrid, Spain",SP,SP29,25820,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,25820,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,25820,40.4,-3.68333,-390625,20180416070000,http://euroefe.euractiv.es/6584_diario-de-europa/5297190_semana-de-debates-en-estrasburgo-con-protagonismo-de-macron-y-siria.html
747936262,20180416,201804,2018,2018.2904,ESP,SPAIN,ESP,,,,,,,,BUDMAH223COP,SOTO,,,,BUD,,COP,,,1,042,042,04,1,1.9,4,1,4,-2.20750551876379,4,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,SP56,25806,41.3833,2.18333,-372490,4,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,SP56,25806,41.3833,2.18333,-372490,4,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,SP56,25806,41.3833,2.18333,-372490,20180416070000,http://www.diariocordoba.com/noticias/espana/multitudinaria-manifestacion-reclamar-libertad-presos_1218898.html
747935950,20180416,201804,2018,2018.2904,,,,,,,,,,,ESPGOV,MADRID,ESP,,,,,GOV,,,0,036,036,03,1,4.0,6,1,6,1.6,0,,,,,,,,4,"Madrid, Madrid, Spain",SP,SP29,25820,40.4,-3.68333,-390625,4,"Madrid, Madrid, Spain",SP,SP29,25820,40.4,-3.68333,-390625,20180416070000,http://www.diariosigloxxi.com/texto-s/mostrar/276158/presidente-portugal-visita-desde-hoy-espana
747935917,20180416,201804,2018,2018.2904,,,,,,,,,,,BUS,BUSINESS,,,,,,BUS,,,0,1031,103,10,3,-5.0,10,1,10,2.389486260454,0,,,,,,,,4,"Zudaire, Navarra, Spain",SP,SP32,25823,42.7729,-2.13363,-409285,4,"Zudaire, Navarra, Spain",SP,SP32,25823,42.7729,-2.13363,-409285,20180416070000,http://www.eleconomista.es/emprendedores-innova/noticias/9073510/04/18/Business-angels-frente-a-capital-privado-dos-opciones-de-financiacion.html
747936535,20180416,201804,2018,2018.2904,IRN,IRANIAN,IRN,,,,,,,,GOV,FOREIGN MINIST,,,,,,GOV,,,1,040,040,04,1,1.0,8,1,8,0.0,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,4,"Dhahran, Ash Sharqiyah, Saudi Arabia",SA,SA06,25307,26.3032,50.1353,-3093628,4,"Tehran, Tehran, Iran",IR,IR26,41130,35.75,51.5148,10074674,20180416070000,http://www.alufuqnews.com/Akhbar-As-Swdyh/508598.html
747935999,20180416,201804,2018,2018.2904,,,,,,,,,,,OPP,PRISONER,,,,,,OPP,,,1,053,053,05,1,3.8,10,1,10,-2.20750551876379,0,,,,,,,,4,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,SP56,25806,41.3833,2.18333,-372490,4,"Barcelona, Comunidad Autonoma de Cataluna, Spain",SP,SP56,25806,41.3833,2.18333,-372490,20180416070000,http://www.diariocordoba.com/noticias/espana/multitudinaria-manifestacion-reclamar-libertad-presos_1218898.html
747936892,20180416,201804,2018,2018.2904,SYR,SYRIAN,SYR,,,,,,,,,,,,,,,,,,0,160,160,16,4,-4.0,2,1,2,-5.7218309859155,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,0,,,,,,,,3,"White House, District of Columbia, United States",US,USDC,,38.8951,-77.0364,531871,20180416070000,https://www.aporrea.org/tiburon/a261889.html
747936007,20180416,201804,2018,2018.2904,,,,,,,,,,,SAU,SAUDI ARABIA,SAU,,,,,,,,1,040,040,04,1,1.0,6,1,6,0.52083333333333,0,,,,,,,,4,"Jubail, Ash Sharqiyah, Saudi Arabia",SA,SA06,25307,27.0112,49.6583,-3091974,4,"Dhahran, Ash Sharqiyah, Saudi Arabia",SA,SA06,25307,26.3032,50.1353,-3093628,20180416070000,http://www.elfagr.com/3055734
747936328,20180416,201804,2018,2018.2904,FRAGOV,FRENCH,FRA,,,,,GOV,,,FRA,FRENCH,FRA,,,,,,,,0,036,036,03,1,4.0,10,1,10,-2.66875981161696,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,20180416070000,http://arabic.china.org.cn/txt/2018-04/16/content_50891825.htm
747936830,20180416,201804,2018,2018.2904,RUS,RUSSIA,RUS,,,,,,,,CVL,CONSTITUENT,,,,,,CVL,,,1,080,080,08,2,5.0,1,1,1,-3.47368421052631,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,20180416070000,http://www.alalam.ir/news/3499396
747935962,20180416,201804,2018,2018.2904,,,,,,,,,,,GOV,FIREFIGHTER,,,,,,GOV,,,0,073,073,07,2,7.4,10,1,10,-1.6142735768904,0,,,,,,,,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Kremlin, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,20180416070000,https://echo.msk.ru/blog/konstantindobrynin/2185122-echo/
747936637,20180416,201804,2018,2018.2904,MDV,MALE,MDV,,,,,,,,SAU,RIYADH,SAU,,,,,,,,1,040,040,04,1,1.0,2,1,2,6.08695652173913,4,"Riyadh, Ar Riya?, Saudi Arabia",SA,SA10,25316,24.6408,46.7728,-3093009,4,"Riyadh, Ar Riya?, Saudi Arabia",SA,SA10,25316,24.6408,46.7728,-3093009,4,"Riyadh, Ar Riya?, Saudi Arabia",SA,SA10,25316,24.6408,46.7728,-3093009,20180416070000,http://www.alwast.net/world-news/article-2860124
747936465,20180416,201804,2018,2018.2904,GOV,MINISTRY,,,,,,GOV,,,USA,UNITED STATES,USA,,,,,,,,0,084,084,08,2,7.0,2,1,2,-3.93664104355929,4,"Damascus, Dimashq, Syria",SY,SY13,26324,33.5,36.3,-2541260,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Damascus, Dimashq, Syria",SY,SY13,26324,33.5,36.3,-2541260,20180416070000,http://fax.al/news/15530244/trump-serish-godet-mediat
747936958,20180416,201804,2018,2018.2904,SYRGOV,SYRIAN,SYR,,,,,GOV,,,IGOWSTNAT,NATO,WST,NAT,,,,IGO,,,0,111,111,11,3,-2.0,2,1,2,-3.93664104355929,4,"Damascus, Dimashq, Syria",SY,SY13,26324,33.5,36.3,-2541260,4,"Moscow, Moskva, Russia",RS,RS48,25106,55.7522,37.6156,-2960561,4,"Damascus, Dimashq, Syria",SY,SY13,26324,33.5,36.3,-2541260,20180416070000,http://fax.al/news/15530244/trump-serish-godet-mediat
747935995,20180416,201804,2018,2018.2904,,,,,,,,,,,MIL,MARINES,,,,,,MIL,,,1,190,190,19,4,-10.0,6,1,6,-3.47394540942928,0,,,,,,,,4,"Manila, Manila, Philippines",RP,RPD9,24210,14.6042,120.982,-2437894,4,"Manila, Manila, Philippines",RP,RPD9,24210,14.6042,120.982,-2437894,20180416070000,https://elpais.com/cultura/2018/04/16/actualidad/1523859225_599442.html
747936660,20180416,201804,2018,2018.2904,MED,COLUMNIST,,,,,,MED,,,RUS,RUSSIA,RUS,,,,,,,,1,010,010,01,1,0.0,2,1,2,-2.17864923747277,5,"Karelia, Kareliya, Russia",RS,RS28,25055,64.0,32.5,-2921465,5,"Karelia, Kareliya, Russia",RS,RS28,25055,64.0,32.5,-2921465,5,"Karelia, Kareliya, Russia",RS,RS28,25055,64.0,32.5,-2921465,20180416070000,https://www.hs.fi/talous/art-2000005643454.html
747936002,20180416,201804,2018,2018.2904,,,,,,,,,,,ROU,ROMANIA,,,,,,,,,1,0353,035,03,1,7.0,6,1,6,0.0,0,,,,,,,,4,"Ilva, Romania (general), Romania",RO,RO00,24992,47.3167,24.65,-1161830,4,"Ilva, Romania (general), Romania",RO,RO00,24992,47.3167,24.65,-1161830,20180416070000,"https://www.monitorulbt.ro/Stiri/Economic/2018-04-16/Combinatul+de+la+Galati,+scos+la+vanzare.html"
747935953,20180416,201804,2018,2018.2904,,,,,,,,,,,GOV,GOVERNMENT,,,,,,GOV,,,0,020,020,02,1,3.0,10,1,10,-0.80495356037152,0,,,,,,,,4,"Belchatow, Lóie, Poland",PL,PL74,24335,51.3665,19.3745,-493112,4,"Belchatow, Lóie, Poland",PL,PL74,24335,51.3665,19.3745,-493112,20180416070000,https://oko.press/brunatna-przyszlosc-gminy-zloczew-wielka-dziura-pochlonie-33-wsie-bo-belchatow-potrzebuje-wegla/
747935932,20180416,201804,2018,2018.2904,,,,,,,,,,,CVL,TOURIST,,,,,,CVL,,,1,043,043,04,1,2.8,4,1,4,2.1021021021021,0,,,,,,,,4,"Tarma, Loreto, Peru",PE,PE16,18585,-3.43917,-71.7378,-365386,4,"Tarma, Loreto, Peru",PE,PE16,18585,-3.43917,-71.7378,-365386,20180416070000,http://www.huaral.pe/canatur-playas-del-sur-y-norte-chico-fueron-las-mas-visitadas-en-semana-santa/71472/2018/04/15/
747936806,20180416,201804,2018,2018.2904,ROU,BUCHAREST,,,,,,,,,CVL,TOURIST,,,,,,CVL,,,1,043,043,04,1,2.8,8,1,8,2.55941499085923,4,"Bucharest, Bucuresti, Romania",RO,RO10,25006,44.4333,26.1,-1153951,4,"Bucharest, Bucuresti, Romania",RO,RO10,25006,44.4333,26.1,-1153951,4,"Bucharest, Bucuresti, Romania",RO,RO10,25006,44.4333,26.1,-1153951,20180416070000,http://wisata.harianjogja.com/read/2018/04/16/504/910591/merinding-di-istana-drakula
747936710,20180416,201804,2018,2018.2904,MKD,MACEDONIA,MKD,,,,,,,,CRM,CRIMINAL,,,,,,CRM,,,0,012,012,01,1,-0.4,1,1,1,-6.59340659340659,4,"Tetovo, Tetovo, Macedonia",MK,MKE8,47642,42.0106,20.9714,-98202,4,"Tetovo, Tetovo, Macedonia",MK,MKE8,47642,42.0106,20.9714,-98202,4,"Tetovo, Tetovo, Macedonia",MK,MKE8,47642,42.0106,20.9714,-98202,20180416070000,https://daily.mk/vesti/tezhok-incident-potrese-prilep-35?what=7697525
747936709,20180416,201804,2018,2018.2904,MKD,MACEDONIA,MKD,,,,,,,,CRM,CRIMINAL,,,,,,CRM,,,0,012,012,01,1,-0.4,1,1,1,-6.59340659340659,4,"Tetovo, Tetovo, Macedonia",MK,MKE8,47642,42.0106,20.9714,-98202,4,"Strumica, Opstina Strumica, Macedonia",MK,MKE7,27311,41.4375,22.6433,-97362,4,"Tetovo, Tetovo, Macedonia",MK,MKE8,47642,42.0106,20.9714,-98202,20180416070000,https://daily.mk/vesti/tezhok-incident-potrese-prilep-35?what=7697525
747935951,20180416,201804,2018,2018.2904,,,,,,,,,,,EUR,EUROPE,EUR,,,,,,,,1,043,043,04,1,2.8,10,1,10,-2.3598820058997,0,,,,,,,,4,"Tripoli, Tarabulus, Libya",LY,LY61,19101,32.8925,13.18,-3178767,4,"Tripoli, Tarabulus, Libya",LY,LY61,19101,32.8925,13.18,-3178767,20180416070000,http://www.diariodenavarra.es/participacion/cartasaldirector/contenidos/el-avispero-sirio-3202-109.html
747936167,20180416,201804,2018,2018.2904,CRM,CRIMINAL,,,,,,CRM,,,COP,POLICE,,,,,,COP,,,1,012,012,01,1,-0.4,2,1,2,-6.59340659340659,4,"Damjan, Macedonia (general), Macedonia",MK,MK00,27286,41.6131,22.3611,-78108,4,"Damjan, Macedonia (general), Macedonia",MK,MK00,27286,41.6131,22.3611,-78108,4,"Damjan, Macedonia (general), Macedonia",MK,MK00,27286,41.6131,22.3611,-78108,20180416070000,https://daily.mk/vesti/tezhok-incident-potrese-prilep-35?what=7697525
747936633,20180416,201804,2018,2018.2904,LEGLEG,REPRESENTATIVES,,,,,,LEG,LEG,,KOR,SOUTH KOREA,KOR,,,,,,,,1,046,046,04,1,7.0,4,1,4,-2.65486725663717,5,"Gyeongnam, Kyongsang-namdo, South Korea",KS,KS20,24982,35.25,128.25,315815,5,"Gyeongnam, Kyongsang-namdo, South Korea",KS,KS20,24982,35.25,128.25,315815,5,"Gyeongnam, Kyongsang-namdo, South Korea",KS,KS20,24982,35.25,128.25,315815,20180416070000,http://www.hankookilbo.com/v/3a18a92205934d26bc7416f00a05b9f4
